N,P,K,temperature,humidity,ph,rainfall,label
92.18,52.2,36.68,23.09,55.09,7.45,76.13,Wheat
64.62,33.89,38.13,23.81,51.86,6.45,61.42,Sunflower
32.82,33.95,21.61,29.17,52.74,5.56,48.28,Sesame
78.05,54.76,74.84,27.54,69.39,6.12,88.2,Onion
76.54,18.72,25.32,29.37,76.55,6.65,80.14,Maize
75.72,27.35,100.79,26.44,88.68,6.24,213.05,Arecanut
18.72,64.54,27.42,22.34,75.66,6.75,78.23,Soybean
97.78,75.06,73.9,25.58,69.7,6.92,95.76,Tomato
68.44,58.57,48.15,22.2,88.11,6.29,287.18,Rice
28.54,41.5,34.84,25.22,55.11,6.9,59.92,Toor Dal
51.31,36.21,26.67,23.14,58.82,6.02,88.32,Sunflower
59.72,29.86,34.72,23.87,74.39,5.59,92.13,Maize
49.54,19.77,35.6,27.38,47.22,6.12,69.86,Jowar
111.03,58.59,50.28,23.0,64.47,6.13,54.25,Wheat
41.08,25.5,78.21,22.82,79.95,6.23,132.56,Turmeric
66.96,43.31,82.67,28.67,70.57,6.4,217.46,Arecanut
42.09,52.57,36.23,29.94,86.02,6.26,129.82,Cotton
32.89,55.8,19.08,23.44,53.53,6.68,38.96,Bengalgram
22.9,35.74,29.61,26.21,50.37,6.37,41.19,Toor Dal
103.21,71.16,89.51,26.14,63.69,6.67,112.26,Tomato
25.4,37.17,119.53,26.04,92.11,5.86,160.39,Coconut
86.16,69.2,70.92,31.5,72.96,5.85,190.33,Banana
31.6,27.41,21.66,25.59,56.19,7.32,49.41,Safflower
28.77,58.35,49.73,26.58,58.27,5.97,61.02,Groundnut
49.35,38.05,65.92,29.07,91.05,6.93,195.64,Turmeric
71.23,36.23,37.17,27.65,45.49,7.48,79.92,Sunflower
93.5,73.73,78.32,27.44,75.76,6.43,165.65,Banana
89.93,55.08,69.98,21.63,76.73,6.66,91.84,Onion
46.94,28.39,36.74,28.48,59.59,7.23,61.62,Jowar
105.22,80.52,72.87,20.97,63.24,6.28,100.73,Tomato
27.6,36.24,32.33,24.11,44.89,7.5,57.09,Safflower
76.45,59.1,65.21,24.44,60.34,6.14,55.43,Onion
60.93,41.82,57.67,22.26,91.31,6.95,170.51,Turmeric
92.43,57.04,35.37,25.16,81.64,7.36,270.34,Rice
62.12,30.73,32.63,26.27,62.74,7.12,72.83,Maize
44.53,20.0,36.56,27.11,51.98,7.22,49.51,Millet
37.69,20.16,22.05,28.76,68.29,6.85,40.61,Sesame
18.4,44.39,30.44,28.83,67.45,6.19,53.76,Toor Dal
40.17,26.68,35.38,30.81,50.13,6.89,42.6,Jowar
67.55,52.7,65.49,26.36,79.58,6.08,55.06,Onion
52.19,38.44,82.17,26.45,74.43,5.94,169.59,Arecanut
79.18,31.68,31.22,28.33,55.35,6.57,71.84,Maize
33.54,56.02,24.06,25.67,49.56,7.24,63.83,Bengalgram
45.58,16.48,44.45,27.14,53.5,6.86,67.23,Ragi
119.05,109.32,70.85,26.14,94.84,6.1,1410.23,Sugarcane
43.76,21.41,36.83,34.26,32.88,7.46,31.29,Millet
116.25,65.2,51.91,29.83,68.1,6.34,64.18,Chilli
23.27,26.28,31.61,33.05,55.49,7.06,41.01,Millet
97.87,51.98,39.11,25.81,75.36,6.14,62.26,Chilli
62.54,21.59,27.33,24.04,63.2,5.52,92.29,Maize
113.03,70.53,82.35,26.11,80.6,6.49,181.47,Banana
33.36,36.15,44.03,25.17,45.17,5.57,52.29,Groundnut
94.93,87.05,81.79,24.33,68.02,6.64,78.49,Tomato
124.41,83.01,66.67,29.8,83.51,6.04,1511.39,Sugarcane
43.57,63.6,39.76,23.84,71.56,6.16,92.14,Cotton
88.65,40.97,40.94,24.7,81.0,6.13,262.78,Rice
17.0,51.42,22.53,30.71,67.93,6.11,69.86,Toor Dal
70.8,55.2,43.07,23.38,83.71,6.96,190.26,Rice
41.04,48.96,62.65,23.31,87.06,6.75,157.19,Turmeric
31.43,47.82,99.78,30.4,79.68,6.46,119.91,Coconut
107.98,57.05,46.89,29.61,58.7,6.43,65.47,Chilli
61.85,30.34,66.79,29.98,93.49,6.07,134.32,Turmeric
91.16,71.72,82.67,24.52,76.57,6.92,148.61,Banana
110.18,58.04,44.85,23.77,67.68,6.77,116.6,Chilli
58.64,27.03,34.62,28.34,59.25,5.66,100.96,Maize
30.17,56.08,30.59,29.4,59.4,6.68,89.1,Soybean
109.49,48.64,52.62,21.65,67.51,7.07,70.82,Wheat
29.11,28.73,28.38,24.75,50.66,6.32,47.87,Safflower
80.53,86.92,79.7,27.68,81.91,6.71,100.32,Tomato
43.31,29.93,26.65,30.37,51.56,6.55,38.95,Jowar
20.53,42.98,38.82,25.06,44.48,5.91,40.61,Groundnut
102.93,59.12,40.13,21.37,68.12,6.67,67.02,Wheat
73.57,34.72,108.77,26.57,87.02,6.49,195.36,Arecanut
20.78,35.88,48.46,30.74,61.81,6.35,42.46,Groundnut
34.98,20.68,24.17,28.84,64.82,5.67,41.16,Sesame
55.6,39.04,108.9,29.59,74.45,6.42,188.91,Arecanut
58.49,36.84,71.69,26.53,75.81,6.65,140.16,Turmeric
28.85,31.64,29.44,31.69,46.11,7.12,65.73,Sesame
27.27,47.07,18.53,31.6,49.12,7.78,36.28,Toor Dal
38.51,37.05,24.51,28.11,69.67,5.51,49.4,Sesame
18.6,50.24,44.17,32.81,40.05,5.54,65.02,Groundnut
15.95,79.91,24.83,23.81,73.57,5.64,110.65,Soybean
23.62,29.14,36.74,30.0,43.67,6.9,30.11,Millet
99.75,50.89,40.62,25.24,67.67,6.31,63.73,Wheat
116.06,60.18,43.26,25.16,67.58,7.14,87.67,Wheat
71.58,56.67,61.83,25.46,69.08,6.16,70.09,Onion
25.25,67.24,33.05,23.81,51.89,7.13,60.26,Bengalgram
33.65,32.72,22.77,33.19,59.72,5.84,59.67,Sesame
89.41,88.3,84.11,23.33,60.32,6.31,61.1,Tomato
17.47,46.55,100.66,27.17,80.09,5.59,195.72,Coconut
84.61,87.34,67.82,21.91,76.12,6.56,53.67,Tomato
31.39,25.22,25.09,31.02,58.55,7.26,25.43,Millet
57.6,34.31,61.34,26.71,70.85,6.55,170.36,Turmeric
35.13,67.9,38.43,29.58,69.14,7.12,134.21,Cotton
60.57,48.35,39.11,26.82,86.07,6.89,168.94,Rice
64.58,55.48,49.47,20.76,75.51,6.12,251.6,Rice
19.75,40.94,110.94,30.23,71.67,6.99,122.68,Coconut
42.2,26.49,36.34,28.68,38.93,6.21,50.83,Jowar
29.54,19.82,28.85,25.06,56.1,6.1,31.74,Millet
77.82,25.84,27.0,28.66,67.46,6.93,75.62,Maize
66.15,61.97,73.42,20.73,72.26,6.42,70.68,Onion
32.07,21.58,31.9,32.27,49.81,6.51,41.04,Sesame
94.83,50.88,40.82,31.45,58.96,6.95,83.27,Chilli
33.36,25.26,25.7,30.84,59.13,6.47,56.28,Sesame
32.73,70.09,31.42,27.1,70.29,5.75,118.21,Soybean
32.24,27.58,115.84,26.62,91.66,5.81,141.24,Coconut
87.02,66.91,35.28,31.47,63.56,6.46,65.7,Chilli
36.56,31.14,39.47,25.17,64.49,6.99,78.92,Ragi
39.92,15.33,35.31,23.94,44.31,6.36,80.74,Ragi
67.83,49.93,68.97,25.92,81.84,6.81,180.05,Turmeric
48.96,33.17,25.31,26.79,56.64,6.78,36.69,Safflower
106.62,63.1,46.49,25.55,77.01,7.3,60.68,Chilli
78.6,46.05,38.21,23.31,93.02,7.09,175.45,Rice
51.02,35.13,109.19,27.97,83.56,6.46,209.82,Arecanut
30.89,30.08,44.08,24.42,61.69,5.52,82.68,Ragi
21.77,48.08,29.91,25.67,61.54,6.5,43.83,Toor Dal
106.6,70.8,90.03,30.68,84.74,6.52,184.5,Banana
42.56,21.13,32.54,31.24,56.05,6.25,35.26,Millet
44.5,22.59,27.27,30.44,42.69,7.42,25.0,Millet
22.37,26.53,97.98,29.33,70.79,6.59,172.41,Coconut
107.36,83.63,74.68,22.6,80.91,6.37,115.58,Tomato
85.63,47.47,46.29,23.28,58.89,7.04,103.36,Chilli
23.5,34.73,110.27,25.72,82.81,6.72,121.24,Coconut
85.18,61.14,52.27,18.94,55.32,6.71,102.25,Wheat
94.04,89.14,74.71,20.22,60.97,6.49,113.41,Tomato
41.04,26.54,38.02,28.14,52.5,6.78,74.9,Ragi
43.6,34.86,21.9,25.34,52.94,6.88,69.6,Sesame
82.34,51.7,41.4,21.3,58.11,6.56,107.94,Wheat
119.94,62.57,49.8,25.3,50.21,6.45,107.56,Wheat
51.57,38.45,56.32,27.62,78.67,6.72,183.7,Turmeric
17.28,71.54,21.05,21.46,46.79,6.62,65.07,Bengalgram
65.06,53.09,41.86,25.11,43.29,6.16,41.06,Sunflower
47.35,24.68,20.57,26.62,43.58,6.53,57.08,Safflower
40.57,63.63,39.0,26.96,74.19,6.99,122.95,Cotton
97.46,90.03,66.03,29.41,70.54,5.99,1570.59,Sugarcane
67.71,32.95,39.69,24.21,74.75,6.33,105.4,Maize
47.76,19.44,40.38,31.58,42.43,7.29,26.99,Jowar
72.14,27.26,41.62,24.87,64.95,5.88,48.55,Maize
26.54,60.32,34.36,25.94,49.02,7.91,51.31,Bengalgram
51.57,30.95,38.52,29.89,50.21,6.54,43.64,Jowar
18.97,44.53,113.35,30.24,83.11,5.81,111.04,Coconut
49.16,29.93,28.28,34.53,48.31,7.57,57.43,Jowar
82.08,55.74,44.28,26.03,86.55,6.91,156.87,Rice
16.89,63.42,19.14,28.41,66.88,5.81,107.74,Soybean
21.76,25.99,39.91,31.97,35.78,6.56,48.01,Millet
65.35,49.27,72.48,27.11,57.47,6.95,94.62,Onion
88.59,44.28,69.0,23.59,56.44,6.35,93.38,Onion
98.08,46.45,47.43,27.46,57.95,6.42,103.8,Chilli
71.52,52.77,26.35,25.35,67.94,6.76,41.09,Sunflower
27.12,76.04,29.26,27.53,55.72,7.68,39.59,Bengalgram
37.66,34.88,27.86,30.31,30.3,7.3,44.8,Jowar
41.36,24.41,35.73,28.78,52.93,7.26,86.38,Ragi
100.99,79.25,71.88,21.24,80.57,6.81,81.39,Tomato
35.56,21.03,27.08,30.24,53.23,6.04,63.44,Sesame
52.16,36.13,43.18,29.76,43.01,6.79,76.34,Sunflower
84.84,46.08,50.04,22.69,62.32,7.13,76.95,Wheat
62.48,35.56,50.67,29.6,76.42,6.48,190.63,Turmeric
109.56,59.51,36.46,28.48,63.5,6.79,98.48,Chilli
99.98,81.6,81.6,23.66,69.77,6.75,114.46,Tomato
52.26,58.85,43.84,22.26,84.42,6.15,132.08,Cotton
86.52,63.76,68.87,22.98,58.18,7.0,73.45,Onion
48.45,50.22,26.64,27.36,83.21,7.3,105.45,Cotton
91.18,92.2,59.81,23.21,92.43,6.81,1261.46,Sugarcane
98.5,77.83,91.7,25.22,93.3,5.87,120.7,Banana
88.7,40.09,44.51,21.85,84.77,7.31,276.92,Rice
48.05,71.06,26.14,23.31,64.21,7.08,123.29,Cotton
47.91,50.29,45.8,23.99,62.79,7.01,129.26,Cotton
20.53,59.84,31.54,27.48,79.21,6.21,70.58,Soybean
80.93,43.58,43.22,25.96,67.16,6.07,86.99,Chilli
53.41,29.76,35.87,32.91,42.58,7.79,49.16,Jowar
21.63,40.94,30.68,31.45,67.43,6.04,62.7,Toor Dal
116.01,63.44,44.5,23.76,65.14,7.14,85.33,Wheat
81.62,82.5,82.79,23.66,62.01,6.55,59.15,Tomato
61.43,37.98,57.54,25.7,93.41,6.89,177.61,Turmeric
34.85,27.05,86.74,29.54,84.23,6.8,163.08,Coconut
86.6,59.78,79.81,27.01,72.07,5.62,183.7,Banana
32.09,41.99,25.29,28.38,53.85,6.83,29.66,Safflower
40.98,20.13,32.49,25.26,46.09,7.38,52.85,Sesame
83.28,41.87,52.77,21.81,61.15,6.55,86.84,Wheat
33.13,28.24,35.51,24.51,45.2,7.32,67.12,Ragi
32.37,70.7,26.09,27.55,57.99,6.27,94.52,Soybean
46.53,66.49,32.27,22.54,62.95,7.09,109.23,Cotton
128.07,72.24,77.15,22.57,81.75,5.88,1789.08,Sugarcane
29.57,19.62,28.23,33.76,51.83,6.13,47.27,Millet
98.56,100.63,82.42,24.03,94.04,6.39,1477.96,Sugarcane
26.27,49.08,21.2,31.92,67.04,6.98,42.36,Toor Dal
40.29,24.62,34.33,33.97,41.72,6.46,26.83,Millet
101.97,66.83,74.6,25.79,70.82,6.95,61.19,Tomato
87.01,52.44,70.09,27.97,78.0,6.94,96.43,Onion
39.88,17.77,36.26,25.2,46.68,6.8,53.43,Millet
93.59,67.39,50.91,24.1,57.43,6.96,55.18,Chilli
59.25,51.51,30.57,27.15,72.1,6.35,107.55,Cotton
30.0,30.87,27.42,32.35,50.71,7.33,38.81,Sesame
26.48,47.17,41.84,28.17,56.65,6.73,47.05,Groundnut
37.04,43.83,26.97,25.51,38.83,7.49,39.83,Safflower
113.81,90.19,57.77,24.32,79.86,5.76,1257.78,Sugarcane
38.74,23.54,34.15,27.62,60.19,7.06,53.76,Jowar
88.38,69.79,67.0,26.97,67.81,6.92,118.08,Tomato
31.61,37.62,30.22,25.82,47.85,6.21,37.95,Toor Dal
30.11,33.3,36.04,28.2,51.42,6.57,67.96,Ragi
40.49,26.9,20.4,28.81,55.62,7.14,57.25,Millet
80.34,71.21,84.78,24.74,94.25,6.71,171.84,Banana
27.61,42.53,29.25,29.64,51.75,7.21,35.49,Toor Dal
110.94,95.58,60.84,24.78,83.49,7.11,1509.3,Sugarcane
34.44,28.7,39.05,29.72,47.31,6.03,52.55,Safflower
55.15,33.65,109.38,26.95,88.28,5.91,173.39,Arecanut
32.01,36.09,88.06,29.45,75.17,6.03,187.0,Coconut
85.78,63.89,59.71,24.21,59.54,6.22,67.26,Onion
79.55,39.51,93.7,25.42,91.57,6.37,223.67,Arecanut
106.94,83.93,61.23,26.75,70.61,6.11,1891.36,Sugarcane
119.09,68.37,44.75,25.19,79.36,6.71,61.42,Chilli
17.72,74.06,29.98,26.46,56.02,5.99,66.94,Soybean
61.85,33.5,74.56,24.47,80.25,6.36,133.32,Turmeric
36.62,28.91,37.63,28.49,41.89,7.05,72.88,Ragi
51.47,24.24,41.45,25.42,55.16,7.09,69.54,Jowar
96.71,65.07,85.54,21.54,67.01,6.52,114.11,Tomato
23.92,57.31,18.94,27.13,69.59,5.83,116.14,Soybean
60.71,43.88,73.84,26.36,77.83,6.48,145.75,Turmeric
21.88,48.54,34.5,29.13,58.84,7.68,62.74,Toor Dal
59.21,34.81,109.04,25.01,84.47,5.07,236.41,Arecanut
112.19,82.28,86.23,21.6,74.26,6.75,108.31,Tomato
29.43,25.76,34.72,28.82,49.26,6.84,54.96,Millet
20.58,23.59,31.45,27.74,52.36,7.19,31.34,Millet
41.33,19.81,25.1,28.08,42.6,6.54,30.96,Jowar
42.01,30.08,37.66,26.66,34.87,6.41,34.31,Jowar
99.37,63.12,87.05,28.3,73.66,6.41,140.2,Banana
95.39,92.37,67.08,27.22,74.9,6.73,1714.97,Sugarcane
68.99,39.98,35.37,21.71,84.5,7.2,160.92,Rice
115.22,59.11,97.62,30.88,90.03,5.78,157.98,Banana
83.64,61.31,69.33,23.23,78.5,6.81,81.41,Onion
43.69,25.71,37.18,28.09,55.96,7.48,30.37,Jowar
40.51,24.07,28.39,26.53,59.77,6.65,25.91,Millet
52.76,41.81,109.0,28.96,93.07,6.38,248.2,Arecanut
22.89,24.94,24.82,27.12,52.6,6.99,28.13,Millet
109.96,67.24,89.52,20.27,67.75,6.78,109.82,Tomato
24.16,56.84,31.37,29.36,58.06,6.84,46.58,Toor Dal
64.99,32.83,116.61,24.45,90.85,5.96,237.82,Arecanut
43.29,33.07,29.08,29.49,52.57,6.64,63.07,Sesame
82.81,52.51,40.2,29.16,58.02,7.16,95.3,Chilli
28.17,59.4,32.49,27.71,49.58,6.53,64.38,Bengalgram
31.59,43.29,18.73,28.23,49.2,7.15,62.87,Toor Dal
57.88,44.26,87.94,26.72,72.23,5.2,243.14,Arecanut
36.28,20.22,24.54,31.45,66.8,6.74,31.71,Sesame
22.89,64.27,34.46,24.48,52.41,6.89,50.15,Bengalgram
71.46,22.67,34.62,27.49,73.62,5.6,82.45,Maize
42.38,34.15,31.55,25.02,57.09,7.47,57.89,Jowar
20.95,69.68,25.73,25.36,53.71,6.9,68.67,Bengalgram
79.06,24.3,117.84,25.33,87.36,5.51,210.79,Arecanut
29.26,27.58,37.39,28.73,44.43,6.86,51.58,Ragi
27.5,66.33,30.98,21.44,35.56,7.55,64.51,Bengalgram
40.45,38.0,33.15,25.16,43.62,6.03,52.18,Sesame
40.54,19.43,36.07,31.0,51.27,7.56,56.07,Jowar
72.3,53.36,70.46,19.7,78.32,6.37,57.17,Onion
26.22,19.28,28.97,31.36,38.16,7.17,27.8,Millet
68.56,25.03,28.19,24.89,73.91,6.75,93.2,Maize
27.54,74.56,23.91,22.04,60.89,5.68,91.81,Soybean
33.3,17.49,32.36,29.12,62.3,7.29,69.33,Ragi
28.6,26.0,23.48,27.92,54.55,7.09,45.69,Sesame
16.17,58.56,20.71,27.91,59.77,7.6,57.14,Toor Dal
20.86,27.2,32.62,31.76,50.92,6.97,34.15,Millet
40.2,42.08,37.2,20.75,56.78,6.84,50.25,Safflower
29.96,43.66,117.53,26.69,81.9,5.92,116.7,Coconut
20.01,46.15,47.93,25.34,59.21,6.9,66.58,Groundnut
20.2,57.23,24.25,27.58,38.52,7.58,47.41,Bengalgram
51.27,43.92,54.86,27.99,74.15,6.16,197.75,Turmeric
44.64,28.69,25.76,25.96,52.02,6.19,40.13,Safflower
65.32,43.72,75.47,18.3,55.97,6.54,97.9,Onion
65.11,35.84,53.49,23.53,76.52,5.95,161.12,Turmeric
117.83,65.1,43.68,30.48,62.52,7.5,55.91,Chilli
84.31,47.15,41.82,18.44,58.34,7.19,116.05,Wheat
84.71,58.23,83.47,25.19,71.84,6.66,175.02,Banana
69.62,36.15,33.37,25.98,56.01,6.8,81.07,Sunflower
29.76,20.37,38.47,26.82,66.21,5.88,88.08,Ragi
54.02,21.45,92.45,24.43,73.08,5.79,227.19,Arecanut
70.87,42.99,43.1,20.97,79.63,6.89,255.96,Rice
98.19,84.73,87.51,26.22,84.19,5.8,124.08,Banana
21.31,27.98,23.58,29.88,41.75,7.48,48.07,Millet
67.39,56.71,77.05,22.23,69.26,6.86,81.31,Onion
50.96,30.12,26.64,26.54,54.91,7.27,58.28,Jowar
16.84,58.46,43.13,31.52,68.51,6.46,68.32,Groundnut
25.79,23.18,40.38,28.13,69.35,6.79,71.02,Ragi
25.4,62.39,24.83,25.45,51.61,6.96,59.71,Bengalgram
43.6,62.38,41.15,26.1,64.83,6.33,130.08,Cotton
53.03,50.19,28.0,26.7,51.46,6.88,82.6,Sunflower
44.65,29.36,36.25,25.17,40.81,6.07,53.26,Millet
23.71,54.68,40.89,26.13,59.88,5.62,77.23,Groundnut
18.2,29.61,105.63,25.84,86.78,5.7,104.02,Coconut
36.1,76.95,29.81,26.11,88.45,6.25,137.38,Cotton
98.88,104.23,50.76,28.58,87.24,6.05,1587.56,Sugarcane
34.96,45.89,87.85,27.07,89.31,6.2,109.1,Coconut
23.83,67.65,30.45,20.79,54.41,7.0,35.51,Bengalgram
17.36,56.2,45.99,32.99,52.42,6.0,62.42,Groundnut
59.45,37.72,95.79,25.33,73.54,5.15,159.46,Arecanut
49.45,28.68,28.03,29.12,54.03,7.72,28.9,Jowar
118.5,40.21,35.65,28.77,76.68,7.49,110.35,Chilli
41.87,29.6,25.97,26.0,57.44,6.92,30.59,Jowar
21.46,72.33,29.68,25.71,56.25,7.6,40.25,Bengalgram
32.8,31.35,23.08,25.05,57.42,6.44,34.55,Safflower
56.92,32.69,39.54,26.92,67.68,6.43,78.8,Maize
42.86,38.45,33.61,33.1,57.73,7.01,43.64,Sesame
91.62,45.83,46.71,24.12,51.1,6.04,63.85,Wheat
20.54,56.58,23.87,25.89,68.17,5.68,102.59,Soybean
34.41,76.48,21.56,25.19,54.49,7.15,55.04,Bengalgram
64.59,43.26,62.74,25.15,71.79,6.23,179.23,Turmeric
38.49,20.72,36.2,34.58,38.11,6.81,33.3,Jowar
106.38,42.1,36.15,22.15,54.3,7.29,78.76,Wheat
67.73,43.21,47.97,26.77,80.58,6.78,209.95,Rice
23.2,36.99,42.0,26.2,56.42,6.43,62.3,Groundnut
28.12,78.77,23.52,25.85,57.03,7.94,52.77,Bengalgram
34.14,17.91,28.73,27.55,57.39,7.08,42.84,Millet
27.51,30.75,31.65,29.08,57.54,5.78,40.41,Sesame
24.81,37.26,21.95,26.53,58.16,6.0,66.72,Toor Dal
46.0,34.2,34.23,32.08,45.35,6.58,56.18,Jowar
103.53,55.57,42.9,20.11,62.47,6.64,80.81,Wheat
67.8,35.77,87.92,25.3,80.12,5.48,172.57,Arecanut
23.19,77.86,25.05,26.45,72.76,6.63,68.22,Soybean
55.03,63.44,46.41,25.58,63.56,6.75,119.2,Cotton
113.72,67.32,35.42,23.42,59.47,7.18,57.77,Wheat
63.33,27.91,27.4,24.8,79.19,6.9,67.44,Maize
111.16,85.91,60.29,20.11,80.17,6.87,93.22,Tomato
80.02,39.47,48.69,26.09,80.97,6.78,241.35,Rice
26.92,36.73,94.45,28.79,76.61,6.39,156.12,Coconut
34.12,45.79,48.36,31.73,50.05,5.9,43.93,Groundnut
63.46,29.78,36.05,28.81,76.31,7.22,66.6,Maize
63.42,31.03,27.23,25.01,59.06,7.16,93.98,Maize
68.57,35.47,28.67,27.97,56.78,7.26,80.83,Sunflower
96.53,99.48,63.64,25.03,76.57,6.34,1367.69,Sugarcane
59.44,53.59,25.17,24.85,48.47,6.6,49.74,Sunflower
98.84,56.52,35.17,25.05,88.63,6.57,190.02,Rice
47.5,30.36,20.31,21.53,41.23,7.63,52.8,Safflower
65.59,49.57,61.62,25.07,63.76,6.81,94.79,Onion
89.5,57.25,77.59,27.76,71.6,6.15,72.25,Onion
48.43,34.24,27.35,30.0,54.37,5.99,80.22,Ragi
22.66,44.1,90.05,30.63,84.65,6.44,166.98,Coconut
16.22,41.99,20.33,26.4,67.12,7.05,55.23,Toor Dal
44.27,15.1,36.01,29.43,52.21,7.37,93.92,Ragi
67.08,22.03,34.72,26.6,79.82,6.09,108.46,Maize
81.26,54.02,75.94,21.76,67.97,6.93,69.13,Onion
45.04,33.33,28.59,33.04,64.35,7.91,28.1,Jowar
39.32,18.0,31.56,26.16,43.49,5.91,79.16,Ragi
63.78,29.86,68.17,24.5,78.09,6.27,121.87,Turmeric
41.98,33.98,32.44,28.1,57.22,6.56,69.9,Ragi
84.48,53.71,35.15,30.03,65.01,7.29,74.83,Chilli
98.73,53.82,41.66,28.78,72.6,6.38,102.34,Chilli
79.71,33.01,88.13,26.34,92.11,5.13,237.12,Arecanut
71.0,30.07,117.53,25.42,80.13,6.17,164.65,Arecanut
36.19,23.96,30.62,30.39,41.33,7.41,38.02,Jowar
96.97,48.13,53.73,24.17,63.88,6.21,112.92,Chilli
104.27,51.25,37.03,28.4,61.9,6.55,114.65,Chilli
15.75,41.89,20.45,29.26,62.34,6.08,65.58,Toor Dal
77.05,34.31,84.12,26.43,76.52,6.03,241.6,Arecanut
78.79,18.56,31.3,25.55,78.76,7.21,46.95,Maize
96.63,56.54,98.43,31.18,93.07,5.94,124.25,Banana
95.55,65.36,81.43,27.93,88.1,6.86,127.16,Banana
22.57,48.65,19.72,28.36,66.6,7.3,57.49,Toor Dal
45.18,53.19,26.81,24.35,88.41,7.2,137.4,Cotton
30.78,50.11,38.51,25.62,55.28,6.33,58.0,Groundnut
119.31,64.35,70.25,25.06,78.62,6.85,90.16,Tomato
49.12,23.06,37.29,25.85,34.69,6.24,38.74,Jowar
29.07,22.74,34.64,27.31,62.26,5.92,44.9,Sesame
54.91,34.84,61.18,26.37,72.71,5.84,198.02,Turmeric
15.08,30.99,111.15,30.56,93.61,6.95,111.34,Coconut
115.41,63.26,37.95,20.47,58.57,6.55,50.57,Wheat
22.18,32.09,87.08,30.38,81.83,6.64,106.53,Coconut
22.38,48.72,31.06,30.33,64.62,6.04,74.45,Groundnut
39.19,30.15,28.51,28.85,66.91,7.15,75.76,Ragi
85.1,54.8,41.33,20.44,82.63,7.49,229.37,Rice
48.4,31.57,53.07,28.38,84.68,6.65,146.41,Turmeric
54.8,21.84,38.68,33.48,52.88,7.72,59.18,Jowar
32.08,64.24,24.34,24.28,63.78,6.97,112.46,Soybean
27.49,31.1,31.62,20.33,38.7,6.84,28.92,Safflower
42.41,17.56,38.93,28.9,40.36,7.11,58.88,Millet
99.58,87.17,61.56,21.91,67.67,6.45,80.31,Tomato
98.79,60.58,75.33,20.76,78.75,6.62,55.69,Tomato
88.11,48.0,63.93,27.58,58.36,6.86,99.31,Onion
16.81,78.58,30.31,21.12,38.36,7.6,67.32,Bengalgram
18.61,43.11,111.42,31.08,78.13,6.12,165.95,Coconut
56.9,74.39,39.37,27.55,88.98,6.84,126.2,Cotton
24.92,35.75,118.35,30.62,76.84,6.72,154.65,Coconut
64.39,43.19,63.65,22.39,77.04,5.68,159.17,Turmeric
62.89,27.4,53.86,28.1,73.34,6.66,191.84,Turmeric
39.91,22.8,32.03,27.22,41.86,6.81,41.12,Millet
54.44,52.09,43.54,24.16,63.72,6.96,52.45,Sunflower
38.62,16.74,27.35,33.53,58.62,6.87,25.06,Millet
33.25,47.56,24.6,26.26,52.97,6.44,65.83,Toor Dal
28.2,37.26,46.34,31.99,67.1,6.45,40.01,Groundnut
62.67,63.65,69.35,27.49,64.69,6.41,84.82,Onion
34.41,74.24,18.8,24.82,66.4,5.75,115.45,Soybean
55.63,33.03,34.54,29.32,60.53,5.63,97.67,Maize
82.04,70.51,73.7,27.51,82.19,6.65,122.89,Banana
32.53,22.14,31.33,26.28,46.37,6.75,55.04,Safflower
48.01,21.97,27.65,27.42,33.92,6.91,45.26,Safflower
64.84,40.62,40.07,24.12,79.6,5.94,160.65,Rice
24.45,71.35,33.18,25.34,67.3,6.53,74.69,Soybean
25.84,26.96,39.07,22.39,62.22,6.3,61.72,Ragi
38.12,29.62,82.58,26.87,71.17,5.68,139.17,Coconut
48.16,24.82,20.59,20.23,45.35,6.3,54.67,Safflower
24.79,54.09,19.5,29.3,60.84,6.81,68.61,Toor Dal
48.95,67.25,30.69,24.07,71.64,6.95,105.98,Cotton
26.39,75.85,18.87,20.06,53.91,7.57,69.18,Bengalgram
48.37,26.58,33.35,23.22,49.9,6.26,91.67,Ragi
22.63,64.97,21.03,27.72,60.97,6.63,64.09,Bengalgram
34.89,74.09,20.57,26.82,54.72,7.7,32.13,Bengalgram
42.01,49.42,59.36,23.5,87.35,6.31,146.48,Turmeric
68.82,33.08,41.5,22.82,48.9,6.77,81.82,Sunflower
118.05,101.66,54.4,23.86,94.54,7.08,1729.69,Sugarcane
67.35,30.83,37.92,25.59,78.1,6.63,84.47,Maize
75.74,22.55,28.07,27.62,62.72,6.18,40.43,Maize
67.62,37.42,41.47,22.97,84.34,6.96,251.0,Rice
53.4,64.51,33.97,23.75,74.63,6.09,102.17,Cotton
56.01,30.86,33.0,27.21,77.9,5.86,80.97,Maize
29.7,22.61,24.17,25.91,45.83,7.72,50.42,Safflower
53.2,39.47,84.48,24.77,84.93,6.39,174.44,Arecanut
47.81,25.35,25.58,31.14,36.91,7.18,42.5,Jowar
24.93,40.19,33.86,27.31,45.07,7.34,66.28,Toor Dal
76.1,45.86,36.02,28.53,46.62,6.4,69.08,Sunflower
51.55,64.72,39.32,24.86,83.52,6.48,93.2,Cotton
29.36,48.11,116.87,29.39,94.44,5.51,195.86,Coconut
28.53,38.32,44.49,28.13,61.41,6.28,40.16,Groundnut
36.33,20.51,22.4,25.83,44.68,7.0,42.84,Millet
